"businessentityid","personname","emailaddress","phonenumber","totalpurchaseytd"
10206,"Darren Diaz","darren24@adventure-works.com","1 (11) 500 555-0120","275.76500"
19217,"Philip Rubio","philip20@adventure-works.com","1 (11) 500 555-0147","275.76500"
11216,"Isabella Davis","isabella62@adventure-works.com","1 (11) 500 555-0125","275.76500"
16117,"Kristopher Lopez","kristopher15@adventure-works.com","1 (11) 500 555-0193","275.76500"
18146,"David Lee","david85@adventure-works.com","1 (11) 500 555-0180","275.76500"
16275,"Caleb Gonzalez","caleb38@adventure-works.com","1 (11) 500 555-0191","275.54080"
10899,"Arthur Van","arthur6@adventure-works.com","1 (11) 500 555-0192","273.04000"
19249,"Victor Blanco","victor16@adventure-works.com","1 (11) 500 555-0198","272.54080"
12324,"Colleen Shan","colleen34@adventure-works.com","1 (11) 500 555-0142","270.89360"
18761,"Natasha Blanco","natasha15@adventure-works.com","1 (11) 500 555-0162","270.89360"
13748,"Robin Ramos","robin13@adventure-works.com","1 (11) 500 555-0111","270.89360"
18500,"Brandi Suarez","brandi18@adventure-works.com","1 (11) 500 555-0112","270.77500"
15800,"Troy Arun","troy7@adventure-works.com","1 (11) 500 555-0129","270.04080"
2806,"Alexandra Jenkins","alexandra30@adventure-works.com","664-555-0121","269.33000"
6017,"Samuel Russell","samuel19@adventure-works.com","828-555-0112","268.73000"
18121,"Wesley Zheng","wesley19@adventure-works.com","1 (11) 500 555-0126","267.87360"
10271,"Jay Arthur","jay13@adventure-works.com","1 (11) 500 555-0169","267.87360"
14041,"Tanya Ramos","tanya14@adventure-works.com","1 (11) 500 555-0186","267.87360"
8025,"Jermaine Raman","jermaine10@adventure-works.com","1 (11) 500 555-0141","267.87360"
18980,"Veronica Srini","veronica9@adventure-works.com","1 (11) 500 555-0173","265.78000"
16002,"Kellie Navarro","kellie8@adventure-works.com","1 (11) 500 555-0157","265.77500"
7348,"Melissa Gonzales","melissa12@adventure-works.com","811-555-0197","263.56080"
15268,"Heidi Mehta","heidi16@adventure-works.com","1 (11) 500 555-0182","263.56080"
19884,"Christine Chande","christine10@adventure-works.com","1 (11) 500 555-0179","263.55080"
8594,"Bridget Nara","bridget18@adventure-works.com","1 (11) 500 555-0120","263.55080"
19181,"Philip Diaz","philip2@adventure-works.com","1 (11) 500 555-0148","263.55080"
5132,"Luke Lal","luke18@adventure-works.com","262-555-0112","262.35000"
10256,"Jay Kapoor","jay7@adventure-works.com","1 (11) 500 555-0159","261.78500"
15028,"Bryan Bell","bryan14@adventure-works.com","1 (11) 500 555-0171","261.78500"
9372,"Kaylee Edwards","kaylee21@adventure-works.com","1 (11) 500 555-0156","261.78500"
17620,"Stacey Liang","stacey18@adventure-works.com","1 (11) 500 555-0145","261.78500"
11753,"Ross Sai","ross5@adventure-works.com","1 (11) 500 555-0172","261.78500"
20443,"Corey She","corey0@adventure-works.com","1 (11) 500 555-0164","261.78500"
5115,"Karl Stone","karl0@adventure-works.com","1 (11) 500 555-0174","261.78500"
9860,"Kaylee Gonzalez","kaylee30@adventure-works.com","1 (11) 500 555-0179","261.78500"
4308,"Devon Luo","devon4@adventure-works.com","1 (11) 500 555-0155","261.78500"
18402,"Kelvin Sun","kelvin31@adventure-works.com","1 (11) 500 555-0167","261.78500"
14709,"Hector Moreno","hector4@adventure-works.com","1 (11) 500 555-0144","261.78500"
4062,"Stanley Sanchez","stanley22@adventure-works.com","1 (11) 500 555-0134","261.78500"
20330,"Chad Yuan","chad8@adventure-works.com","1 (11) 500 555-0115","261.78500"
15529,"Diane Romero","diane14@adventure-works.com","1 (11) 500 555-0182","261.78500"
10932,"Mary Allen","mary36@adventure-works.com","1 (11) 500 555-0185","261.78500"
4137,"Kurt Xu","kurt4@adventure-works.com","1 (11) 500 555-0111","261.78500"
13904,"Theresa Torres","theresa8@adventure-works.com","1 (11) 500 555-0191","261.78500"
9222,"Drew Jai","drew12@adventure-works.com","1 (11) 500 555-0171","261.78500"
11008,"Joe Srini","joe11@adventure-works.com","1 (11) 500 555-0187","261.78500"
12955,"Robyn Jimenez","robyn4@adventure-works.com","1 (11) 500 555-0110","260.87360"
18601,"Stacy Diaz","stacy4@adventure-works.com","1 (11) 500 555-0182","259.87360"
10006,"Arturo Sun","arturo14@adventure-works.com","694-555-0114","259.58000"
19486,"Raymond Sanchez","raymond21@adventure-works.com","1 (11) 500 555-0160","258.81000"
2542,"Shannon Liang","shannon15@adventure-works.com","1 (11) 500 555-0159","258.56080"
17076,"Johnny Raji","johnny22@adventure-works.com","1 (11) 500 555-0145","258.56080"
10448,"Haley Hernandez","haley53@adventure-works.com","120-555-0112","257.39000"
11494,"Destiny Anderson","destiny10@adventure-works.com","868-555-0139","256.90000"
14202,"Krista Ruiz","krista2@adventure-works.com","1 (11) 500 555-0127","254.88360"
12736,"Omar Yuan","omar26@adventure-works.com","1 (11) 500 555-0174","254.88360"
8628,"Tasha Shan","tasha11@adventure-works.com","1 (11) 500 555-0149","250.88360"
13278,"Roger She","roger27@adventure-works.com","1 (11) 500 555-0187","250.88360"
19786,"Alicia Lal","alicia6@adventure-works.com","1 (11) 500 555-0161","248.57080"
9182,"Calvin Chande","calvin13@adventure-works.com","1 (11) 500 555-0197","248.57080"
3373,"Mayra Suri","mayra0@adventure-works.com","1 (11) 500 555-0114","248.57080"
2510,"Kristen Xu","kristen11@adventure-works.com","1 (11) 500 555-0110","248.57080"
2845,"Josue Diaz","josue0@adventure-works.com","1 (11) 500 555-0183","248.57080"
14992,"Paula Moreno","paula9@adventure-works.com","1 (11) 500 555-0182","248.57080"
12637,"Sarah Simmons","sarah40@adventure-works.com","579-555-0169","247.42000"
10176,"Darren Srini","darren11@adventure-works.com","1 (11) 500 555-0147","245.89360"
3093,"Evelyn Malhotra","evelyn5@adventure-works.com","1 (11) 500 555-0134","245.89360"
2453,"Jamie Xu","jamie15@adventure-works.com","1 (11) 500 555-0129","245.89360"
20199,"George Prasad","george15@adventure-works.com","1 (11) 500 555-0163","245.89360"
16289,"Casey Kumar","casey8@adventure-works.com","1 (11) 500 555-0150","245.89360"
12575,"Clayton Chen","clayton2@adventure-works.com","1 (11) 500 555-0144","245.89360"
20234,"Derek Xie","derek3@adventure-works.com","1 (11) 500 555-0162","245.89360"
20074,"Joel Sai","joel5@adventure-works.com","1 (11) 500 555-0144","245.55080"
17591,"Stacey Liu","stacey4@adventure-works.com","1 (11) 500 555-0163","245.55080"
19351,"Olivia Perry","olivia53@adventure-works.com","727-555-0182","245.55080"
15039,"Gina Martin","gina1@adventure-works.com","196-555-0114","243.67000"
5463,"Luis Diaz","luis21@adventure-works.com","171-555-0126","240.17000"
3152,"Adriana Madan","adriana8@adventure-works.com","1 (11) 500 555-0126","238.55080"
4782,"Lucas Miller","lucas19@adventure-works.com","1 (11) 500 555-0131","238.55080"
19326,"Cory Sai","cory4@adventure-works.com","1 (11) 500 555-0131","238.55080"
19916,"Nicole Ward","nicole39@adventure-works.com","408-555-0113","238.55080"
12814,"Trevor Price","trevor0@adventure-works.com","1 (11) 500 555-0133","238.55080"
2661,"Isabella Russell","isabella30@adventure-works.com","168-555-0190","237.35000"
4989,"Devin Phillips","devin38@adventure-works.com","425-555-0163","235.07000"
5553,"Caleb Flores","caleb9@adventure-works.com","615-555-0157","234.63000"
7059,"Marissa Henderson","marissa3@adventure-works.com","1 (11) 500 555-0186","233.86000"
3487,"Karla Xu","karla5@adventure-works.com","1 (11) 500 555-0160","233.56080"
2552,"Dustin Deng","dustin1@adventure-works.com","1 (11) 500 555-0168","226.32000"
13149,"Spencer Powell","spencer10@adventure-works.com","781-555-0161","224.15000"
3656,"Yolanda Bhat","yolanda19@adventure-works.com","1 (11) 500 555-0111","223.57080"
3412,"Mayra Martinez","mayra17@adventure-works.com","1 (11) 500 555-0147","223.57080"
17062,"Sean Hernandez","sean51@adventure-works.com","1 (11) 500 555-0119","223.57080"
5358,"Micah Zhu","micah1@adventure-works.com","1 (11) 500 555-0185","223.57080"
8770,"Priscilla Tang","priscilla3@adventure-works.com","1 (11) 500 555-0159","223.57080"
20020,"Tara Raji","tara22@adventure-works.com","1 (11) 500 555-0120","223.57080"
20730,"Morgan Hughes","morgan81@adventure-works.com","165-555-0182","219.42000"
15362,"Brenda Stone","brenda12@adventure-works.com","1 (11) 500 555-0111","216.27000"
7290,"Miranda Gonzales","miranda17@adventure-works.com","343-555-0197","215.26000"
6387,"James Chen","james41@adventure-works.com","143-555-0119","214.95000"
9685,"Mackenzie Phillips","mackenzie28@adventure-works.com","372-555-0117","214.95000"
18892,"Andrew Martinez","andrew24@adventure-works.com","226-555-0113","200.92000"
19612,"Grace Cox","grace36@adventure-works.com","326-555-0182","194.37360"
20732,"Amy Hu","amy27@adventure-works.com","1 (11) 500 555-0146","193.98000"
10012,"Jenna Mitchell","jenna10@adventure-works.com","554-555-0179","193.41500"
16069,"Logan Phillips","logan32@adventure-works.com","827-555-0119","193.41500"
5910,"Elijah Alexander","elijah20@adventure-works.com","100-555-0155","191.44000"
7077,"Marissa Butler","marissa11@adventure-works.com","974-555-0179","190.37360"
10220,"Mary Green","mary28@adventure-works.com","145-555-0147","190.37360"
12326,"Madison Taylor","madison9@adventure-works.com","635-555-0173","188.15000"
12642,"Josue Blanco","josue2@adventure-works.com","1 (11) 500 555-0140","187.28000"
19571,"Emma Foster","emma62@adventure-works.com","573-555-0116","184.36000"
19022,"Gary Jimenez","gary16@adventure-works.com","1 (11) 500 555-0198","182.05000"
13269,"Roger Cai","roger25@adventure-works.com","1 (11) 500 555-0194","181.98000"
3009,"Amanda Howard","amanda11@adventure-works.com","152-555-0195","178.41500"
13611,"Blake Gonzales","blake65@adventure-works.com","101-555-0146","178.41500"
17193,"Tony Chander","tony18@adventure-works.com","253-555-0173","175.71500"
16588,"Jackson Lopez","jackson42@adventure-works.com","644-555-0155","175.38500"
14417,"Brian Peterson","brian17@adventure-works.com","427-555-0137","174.91000"
4653,"Donna Sharma","donna9@adventure-works.com","1 (11) 500 555-0118","174.84000"
18946,"Joseph Martin","joseph21@adventure-works.com","1 (11) 500 555-0143","174.83000"
8066,"Terrance Madan","terrance5@adventure-works.com","1 (11) 500 555-0140","174.04500"
19128,"Megan Price","megan50@adventure-works.com","1 (11) 500 555-0132","174.04500"
5747,"Mandy Lin","mandy9@adventure-works.com","1 (11) 500 555-0148","174.04500"
4834,"Jackson Jai","jackson5@adventure-works.com","767-555-0137","173.42500"
13616,"Walter Suarez","walter12@adventure-works.com","187-555-0115","172.90500"
13774,"Richard Coleman","richard61@adventure-works.com","144-555-0173","170.39500"
10276,"Jay Sara","jay17@adventure-works.com","459-555-0199","170.39500"
5410,"Jason Diaz","jason19@adventure-works.com","417-555-0118","169.61000"
19283,"Olivia Stewart","olivia24@adventure-works.com","478-555-0145","166.75000"
10134,"Kaitlyn Scott","kaitlyn11@adventure-works.com","801-555-0114","165.94000"
18118,"Austin Smith","austin39@adventure-works.com","802-555-0119","165.09000"
4361,"Seth Roberts","seth40@adventure-works.com","199-555-0147","164.41000"
7658,"Angela Powell","angela11@adventure-works.com","384-555-0196","164.17000"
15003,"Renee Moreno","renee6@adventure-works.com","641-555-0114","163.97000"
10158,"Darren Suri","darren2@adventure-works.com","1 (11) 500 555-0152","163.39500"
4029,"Stanley Sai","stanley6@adventure-works.com","1 (11) 500 555-0118","162.26000"
7440,"Ana Perry","ana7@adventure-works.com","446-555-0134","161.85000"
17300,"Noah Davis","noah62@adventure-works.com","861-555-0138","161.00000"
17570,"Jonathan Brown","jonathan54@adventure-works.com","108-555-0111","160.96000"
16912,"Sean Allen","sean49@adventure-works.com","109-555-0183","160.96000"
9584,"Morgan Turner","morgan3@adventure-works.com","856-555-0168","160.95000"
2607,"Kenneth She","kenneth1@adventure-works.com","870-555-0120","160.55000"
16836,"Mario Ashe","mario21@adventure-works.com","763-555-0114","160.40500"
14831,"Evan Howard","evan12@adventure-works.com","852-555-0157","160.40500"
8100,"Mariah Foster","mariah21@adventure-works.com","381-555-0157","160.40500"
18326,"Jorge Hu","jorge23@adventure-works.com","285-555-0110","160.40500"
2461,"Isabella Brooks","isabella8@adventure-works.com","421-555-0139","160.40500"
10427,"Isabella Hernandez","isabella49@adventure-works.com","616-555-0183","160.40500"
5937,"Nathan Henderson","nathan1@adventure-works.com","460-555-0156","160.40500"
10299,"Bailey Adams","bailey35@adventure-works.com","437-555-0199","160.40500"
3350,"Gabrielle Washington","gabrielle35@adventure-works.com","361-555-0188","160.40500"
6877,"Jordyn Butler","jordyn14@adventure-works.com","685-555-0165","160.40500"
16282,"Casey Xu","casey5@adventure-works.com","1 (11) 500 555-0119","159.95000"
10258,"Kaitlyn Adams","kaitlyn13@adventure-works.com","512-555-0158","159.24000"
14353,"Anne Martin","anne1@adventure-works.com","1 (11) 500 555-0110","155.04500"
18271,"Curtis He","curtis15@adventure-works.com","1 (11) 500 555-0173","155.04500"
18170,"Randy Gao","randy17@adventure-works.com","1 (11) 500 555-0130","155.04500"
5525,"Jessie Romero","jessie15@adventure-works.com","1 (11) 500 555-0144","155.04500"
18229,"Todd Zheng","todd18@adventure-works.com","701-555-0178","155.00000"
10717,"Kristi Gonzalez","kristi36@adventure-works.com","350-555-0125","154.38500"
5402,"Jason Foster","jason13@adventure-works.com","779-555-0194","153.41500"
20398,"Shawn Goel","shawn21@adventure-works.com","1 (11) 500 555-0113","153.40500"
5480,"Luis Jai","luis32@adventure-works.com","893-555-0154","152.93000"
6607,"Alberto Hernandez","alberto5@adventure-works.com","1 (11) 500 555-0119","151.32500"
14200,"Krista Gomez","krista1@adventure-works.com","187-555-0149","150.93000"
2816,"Alexandra Washington","alexandra36@adventure-works.com","314-555-0177","150.45000"
2772,"Alexandra Bailey","alexandra10@adventure-works.com","243-555-0161","150.38500"
20025,"Donald Chandra","donald4@adventure-works.com","1 (11) 500 555-0191","149.83000"
11939,"Elizabeth Hall","elizabeth28@adventure-works.com","366-555-0193","149.53000"
10582,"Carol Wright","carol15@adventure-works.com","117-555-0157","149.46000"
5678,"Glenn Huang","glenn6@adventure-works.com","739-555-0114","149.37360"
12092,"Kelli She","kelli23@adventure-works.com","1 (11) 500 555-0146","149.03500"
4331,"Devon Chander","devon13@adventure-works.com","1 (11) 500 555-0125","149.03500"
11357,"Christy Sun","christy11@adventure-works.com","1 (11) 500 555-0156","149.03500"
10599,"Meredith Rana","meredith10@adventure-works.com","1 (11) 500 555-0114","149.03500"
12971,"Jaclyn Yuan","jaclyn30@adventure-works.com","1 (11) 500 555-0187","149.03500"
6186,"Robert Kumar","robert40@adventure-works.com","1 (11) 500 555-0129","149.03500"
11577,"Chloe Wilson","chloe40@adventure-works.com","748-555-0137","148.72000"
7578,"Marissa Price","marissa19@adventure-works.com","277-555-0144","148.17000"
16150,"Hunter Campbell","hunter36@adventure-works.com","126-555-0172","147.95000"
20612,"Katie Kumar","katie10@adventure-works.com","1 (11) 500 555-0140","147.55180"
5420,"Jake Gao","jake13@adventure-works.com","1 (11) 500 555-0179","146.48000"
20486,"Jennifer Sanders","jennifer74@adventure-works.com","670-555-0184","145.39500"
16525,"Kelsey Nara","kelsey15@adventure-works.com","1 (11) 500 555-0129","145.04500"
6864,"Neil Blanco","neil14@adventure-works.com","1 (11) 500 555-0121","144.46000"
7475,"Isabel Coleman","isabel6@adventure-works.com","909-555-0115","143.95000"
18835,"Matthew Thomas","matthew16@adventure-works.com","427-555-0141","143.95000"
3164,"Carol Howard","carol5@adventure-works.com","845-555-0127","143.66000"
13215,"Antonio Foster","antonio16@adventure-works.com","155-555-0158","142.67000"
17604,"James Davis","james80@adventure-works.com","483-555-0135","142.56000"
20744,"Morgan Russell","morgan89@adventure-works.com","791-555-0198","141.60000"
4875,"Charles Walker","charles27@adventure-works.com","162-555-0110","140.46000"
17148,"Robert Davis","robert64@adventure-works.com","102-555-0110","140.38360"
12587,"Ashley Washington","ashley40@adventure-works.com","202-555-0164","140.38360"
15455,"Charles Reed","charles68@adventure-works.com","667-555-0141","140.38360"
9899,"Courtney Nelson","courtney7@adventure-works.com","160-555-0110","140.38360"
3310,"Gabrielle Howard","gabrielle11@adventure-works.com","597-555-0121","140.38360"
16846,"Kevin Adams","kevin54@adventure-works.com","104-555-0111","140.36360"
11142,"Kaitlyn Thompson","kaitlyn38@adventure-works.com","445-555-0190","139.95000"
11200,"Morgan Lewis","morgan42@adventure-works.com","840-555-0196","139.67000"
14946,"Timothy Morgan","timothy14@adventure-works.com","209-555-0183","139.54000"
19020,"Lauren Price","lauren47@adventure-works.com","269-555-0123","139.07000"
19144,"Megan Jenkins","megan57@adventure-works.com","661-555-0160","138.92000"
16065,"Andre Rana","andre11@adventure-works.com","1 (11) 500 555-0121","138.78000"
11347,"Rachel Taylor","rachel11@adventure-works.com","919-555-0194","138.42500"
18470,"Brandi Diaz","brandi3@adventure-works.com","1 (11) 500 555-0189","138.42500"
11402,"Jasmine White","jasmine11@adventure-works.com","458-555-0131","138.42500"
17312,"Jose Moore","jose68@adventure-works.com","149-555-0167","138.42500"
11599,"Anna Harris","anna51@adventure-works.com","191-555-0115","138.42500"
18401,"JÃ©sus Suarez","jÃ©sus18@adventure-works.com","630-555-0121","138.42500"
10183,"Katelyn Scott","katelyn37@adventure-works.com","196-555-0135","138.42500"
15755,"Billy Torres","billy13@adventure-works.com","1 (11) 500 555-0176","138.42500"
15480,"Nancy Martinez","nancy21@adventure-works.com","162-555-0168","138.42500"
12720,"Kayla Hughes","kayla35@adventure-works.com","1 (11) 500 555-0197","137.48000"
4703,"Jodi Shan","jodi10@adventure-works.com","1 (11) 500 555-0195","137.34000"
12248,"Emily Martin","emily15@adventure-works.com","568-555-0112","135.40500"
5648,"Jessie Vazquez","jessie33@adventure-works.com","773-555-0121","135.40500"
17600,"Austin Lewis","austin36@adventure-works.com","764-555-0170","135.40500"
19716,"Rachel Howard","rachel40@adventure-works.com","691-555-0126","135.40500"
15159,"Paula Vazquez","paula17@adventure-works.com","284-555-0134","135.40500"
20619,"Dwayne Ramos","dwayne16@adventure-works.com","851-555-0139","135.40500"
2691,"Max Moyer","max10@adventure-works.com","370-555-0126","135.40500"
4612,"Marcus Wilson","marcus7@adventure-works.com","914-555-0180","135.40500"
11362,"Rachel Martin","rachel17@adventure-works.com","832-555-0115","135.40500"
14236,"Sean Sanders","sean10@adventure-works.com","514-555-0114","134.25000"
2487,"Erica Zhu","erica14@adventure-works.com","1 (11) 500 555-0157","134.03500"
14538,"Mason Ramirez","mason8@adventure-works.com","1 (11) 500 555-0153","134.03500"
16564,"Kara Pal","kara11@adventure-works.com","1 (11) 500 555-0167","134.03500"
5093,"Richard Anderson","richard50@adventure-works.com","1 (11) 500 555-0174","134.03500"
12421,"Ashley Taylor","ashley9@adventure-works.com","1 (11) 500 555-0118","132.99000"
5889,"Elijah Coleman","elijah9@adventure-works.com","810-555-0112","132.95000"
11306,"Grace Wilson","grace6@adventure-works.com","971-555-0134","132.45000"
6008,"Samuel Foster","samuel15@adventure-works.com","718-555-0125","131.97000"
3474,"Jessica Bailey","jessica9@adventure-works.com","601-555-0134","131.44000"
7905,"Sara Brooks","sara2@adventure-works.com","1 (11) 500 555-0186","130.99000"
7243,"Jocelyn Flores","jocelyn13@adventure-works.com","429-555-0119","129.97000"
20038,"Donald Prasad","donald11@adventure-works.com","974-555-0121","129.96000"
16521,"Carlos Hill","carlos39@adventure-works.com","307-555-0171","129.93000"
13501,"Colin Andersen","colin36@adventure-works.com","1 (11) 500 555-0198","129.04500"
2773,"Alexandra Rivera","alexandra11@adventure-works.com","488-555-0143","128.99000"
7024,"Zachary Hughes","zachary10@adventure-works.com","136-555-0183","128.94000"
12842,"Rafael Shen","rafael25@adventure-works.com","1 (11) 500 555-0176","128.47000"
7692,"Jerome Diaz","jerome3@adventure-works.com","238-555-0168","128.40500"
5002,"Eduardo Williams","eduardo2@adventure-works.com","694-555-0193","128.40500"
6211,"Christian Foster","christian3@adventure-works.com","650-555-0164","128.40500"
7523,"Isabelle Butler","isabelle13@adventure-works.com","187-555-0132","128.40500"
16417,"Jason Carter","jason39@adventure-works.com","234-555-0170","128.25000"
11898,"Sarah Walker","sarah0@adventure-works.com","1 (11) 500 555-0193","127.07000"
14280,"Devin Price","devin66@adventure-works.com","757-555-0140","125.04000"
19745,"Cynthia Mehta","cynthia19@adventure-works.com","1 (11) 500 555-0162","124.96000"
13395,"Xavier Ross","xavier45@adventure-works.com","982-555-0113","124.62000"
14070,"Melinda Torres","melinda7@adventure-works.com","1 (11) 500 555-0126","124.07040"
19485,"Nelson Ortega","nelson21@adventure-works.com","1 (11) 500 555-0113","124.07000"
7470,"Isabel Barnes","isabel3@adventure-works.com","1 (11) 500 555-0181","124.06750"
2966,"Katherine Powell","katherine34@adventure-works.com","855-555-0146","124.04000"
13694,"Rodney Vazquez","rodney10@adventure-works.com","1 (11) 500 555-0190","123.97000"
13294,"Roger Kumar","roger35@adventure-works.com","1 (11) 500 555-0122","123.31000"
10062,"Amber Perez","amber12@adventure-works.com","672-555-0166","123.25000"
16861,"Mohamed Pal","mohamed2@adventure-works.com","1 (11) 500 555-0110","123.06040"
20222,"Alyssa Diaz","alyssa66@adventure-works.com","506-555-0145","123.06000"
5951,"Nathan Hughes","nathan7@adventure-works.com","334-555-0173","123.06000"
11607,"Barbara Jai","barbara42@adventure-works.com","361-555-0177","122.68000"
13732,"Eduardo Henderson","eduardo49@adventure-works.com","911-555-0117","122.67000"
16566,"Kara Chavez","kara13@adventure-works.com","676-555-0114","122.43000"
11323,"Grace Martinez","grace17@adventure-works.com","200-555-0165","122.43000"
15233,"Isaiah Sanchez","isaiah17@adventure-works.com","100-555-0137","122.41500"
14491,"Chase Gray","chase6@adventure-works.com","1 (11) 500 555-0124","122.41500"
15325,"Jillian Garcia","jillian15@adventure-works.com","386-555-0159","122.30000"
5452,"Luis Gonzales","luis16@adventure-works.com","487-555-0115","121.95000"
11729,"Brianna Thompson","brianna14@adventure-works.com","629-555-0177","121.93000"
4553,"Richard Rodriguez","richard14@adventure-works.com","274-555-0181","121.64000"
18194,"Todd Li","todd5@adventure-works.com","680-555-0147","121.46000"
14047,"Jeremiah James","jeremiah39@adventure-works.com","716-555-0117","121.45000"
10512,"Kari Lopez","kari17@adventure-works.com","1 (11) 500 555-0139","121.00000"
10335,"Jay Gutierrez","jay40@adventure-works.com","1 (11) 500 555-0162","120.98000"
7089,"Jaime Rubio","jaime23@adventure-works.com","352-555-0115","120.27000"
5027,"Suzanne Zhu","suzanne15@adventure-works.com","1 (11) 500 555-0156","120.05500"
11109,"Roy Srini","roy9@adventure-works.com","1 (11) 500 555-0117","120.05500"
20709,"Dwayne Ortega","dwayne20@adventure-works.com","1 (11) 500 555-0153","120.05500"
8915,"Cassie Nath","cassie17@adventure-works.com","1 (11) 500 555-0197","120.05500"
8482,"Tonya Rai","tonya17@adventure-works.com","1 (11) 500 555-0195","120.05500"
19360,"Shane Suri","shane4@adventure-works.com","1 (11) 500 555-0143","120.05500"
9239,"Drew Chander","drew17@adventure-works.com","1 (11) 500 555-0178","120.05500"
17756,"Clarence Yang","clarence41@adventure-works.com","1 (11) 500 555-0138","120.05500"
15284,"Heidi Rodriguez","heidi22@adventure-works.com","1 (11) 500 555-0139","120.05500"
17654,"Sandra Lin","sandra14@adventure-works.com","1 (11) 500 555-0137","120.05500"
6995,"Clarence She","clarence16@adventure-works.com","1 (11) 500 555-0187","120.05500"
19469,"Raymond Rana","raymond13@adventure-works.com","1 (11) 500 555-0143","120.05500"
19537,"Monica Patel","monica3@adventure-works.com","1 (11) 500 555-0134","120.05500"
5360,"Micah Gao","micah2@adventure-works.com","1 (11) 500 555-0146","120.05500"
20040,"Donald Sara","donald12@adventure-works.com","1 (11) 500 555-0128","120.05500"
19782,"Alicia Yuan","alicia5@adventure-works.com","1 (11) 500 555-0117","120.05500"
17303,"Naomi Jimenez","naomi5@adventure-works.com","1 (11) 500 555-0154","120.05500"
14478,"Jesse Gray","jesse6@adventure-works.com","992-555-0173","119.97000"
12786,"Alexis Hayes","alexis46@adventure-works.com","1 (11) 500 555-0125","119.97000"
4397,"Xavier Thompson","xavier13@adventure-works.com","936-555-0113","119.95000"
15487,"Rachael Suri","rachael0@adventure-works.com","1 (11) 500 555-0122","119.55000"
14649,"Brian Cooper","brian20@adventure-works.com","346-555-0118","119.26000"
9782,"Katherine Parker","katherine56@adventure-works.com","441-555-0190","118.94000"
4311,"Seth Thomas","seth11@adventure-works.com","981-555-0117","118.86000"
11888,"Emma Lee","emma21@adventure-works.com","329-555-0193","118.55000"
9400,"Hailey Collins","hailey45@adventure-works.com","394-555-0185","118.45000"
3660,"Yolanda Raji","yolanda20@adventure-works.com","1 (11) 500 555-0171","118.41500"
6183,"Cheryl Munoz","cheryl9@adventure-works.com","1 (11) 500 555-0121","118.07040"
2775,"Alexandra Cooper","alexandra12@adventure-works.com","383-555-0192","117.67000"
13951,"Wendy Blanco","wendy14@adventure-works.com","1 (11) 500 555-0138","117.16000"
17457,"Jonathan Hall","jonathan52@adventure-works.com","973-555-0119","115.98000"
8384,"Jade James","jade5@adventure-works.com","1 (11) 500 555-0197","115.00000"
14131,"Nathaniel Brooks","nathaniel2@adventure-works.com","934-555-0180","114.99000"
16628,"Nichole Anand","nichole22@adventure-works.com","1 (11) 500 555-0143","114.99000"
14572,"Devin Ramirez","devin74@adventure-works.com","453-555-0170","114.99000"
16000,"Bobby Van","bobby3@adventure-works.com","882-555-0118","114.99000"
5346,"Dale Nath","dale16@adventure-works.com","1 (11) 500 555-0163","114.99000"
2949,"Katherine Price","katherine25@adventure-works.com","241-555-0125","114.99000"
6615,"Justin Flores","justin9@adventure-works.com","191-555-0115","114.99000"
6441,"RamÃ³n Cai","ramÃ³n19@adventure-works.com","1 (11) 500 555-0160","114.99000"
4402,"Xavier Clark","xavier17@adventure-works.com","465-555-0149","114.99000"
2946,"Katherine Kelly","katherine23@adventure-works.com","559-555-0188","114.99000"
14597,"Micheal Ramos","micheal13@adventure-works.com","1 (11) 500 555-0112","114.99000"
16285,"Jordan Gonzalez","jordan62@adventure-works.com","892-555-0110","114.98000"
19121,"Megan Sanders","megan49@adventure-works.com","127-555-0148","114.98000"
9979,"Carolyn Martin","carolyn22@adventure-works.com","1 (11) 500 555-0117","114.97000"
14604,"Jesse James","jesse8@adventure-works.com","312-555-0147","114.97000"
11974,"Kayla Thompson","kayla16@adventure-works.com","918-555-0192","114.95000"
12161,"Dawn Wu","dawn8@adventure-works.com","1 (11) 500 555-0139","114.84000"
16854,"Melody Moreno","melody7@adventure-works.com","1 (11) 500 555-0163","114.44000"
2734,"Natalie Long","natalie32@adventure-works.com","467-555-0158","114.27000"
2724,"Natalie Ross","natalie26@adventure-works.com","184-555-0116","113.97000"
12862,"Tristan Barnes","tristan3@adventure-works.com","1 (11) 500 555-0126","113.97000"
15215,"Cole Rivera","cole17@adventure-works.com","846-555-0175","113.42500"
12212,"Gail Griffin","gail7@adventure-works.com","450-555-0171","113.42500"
15242,"Paula Carlson","paula20@adventure-works.com","737-555-0172","113.42500"
12130,"Taylor Williams","taylor49@adventure-works.com","526-555-0132","113.42500"
17044,"Elijah Hernandez","elijah45@adventure-works.com","160-555-0144","113.42500"
2595,"Gregory Chande","gregory18@adventure-works.com","454-555-0118","113.42500"
19110,"Megan Gray","megan43@adventure-works.com","300-555-0144","113.42500"
12961,"Carol Washington","carol19@adventure-works.com","116-555-0141","113.42500"
18232,"John Williams","john39@adventure-works.com","228-555-0143","113.42500"
16023,"Bob Fernandez","bob8@adventure-works.com","850-555-0165","113.42500"
3542,"Taylor Rogers","taylor3@adventure-works.com","205-555-0115","113.42500"
9352,"Brendan Raje","brendan12@adventure-works.com","1 (11) 500 555-0192","113.42500"
